GeneID	Product_Description
PF3D7_0315400	conserved Plasmodium protein, unknown function
PF3D7_0315500	ribosomal protein L47, mitochondrial, putative
PF3D7_0315600	zinc finger protein, putative
PF3D7_0315700	conserved Plasmodium membrane protein, unknown function
PF3D7_0315800	zinc finger protein, putative
PF3D7_0315900	conserved Plasmodium protein, unknown function
PF3D7_0316000	microneme associated antigen
PF3D7_0316100	ribosomal protein L27, mitochondrial, putative
PF3D7_0316200	conserved Plasmodium protein, unknown function
PF3D7_0316300	inorganic pyrophosphatase
PF3D7_0316400	CS domain-containing protein, putative
PF3D7_0316500	kinetochore protein NUF2, putative
PF3D7_0316600	formate-nitrite transporter
PF3D7_0316700	protein YOP1, putative
PF3D7_0316800	40S ribosomal protein S15A, putative
PF3D7_0316900	E3 ubiquitin-protein ligase, putative
PF3D7_0317000	proteasome subunit alpha type-3, putative
PF3D7_0317100	6-cysteine protein
PF3D7_0317200	cdc2-related protein kinase 4
PF3D7_0317300	conserved Plasmodium protein, unknown function
PF3D7_0317400	DNA replication complex GINS protein, putative
PF3D7_0317500	kinesin-5
PF3D7_0317600	40S ribosomal protein S11, putative
PF3D7_0317700	CPSF (cleavage and polyadenylation specific factor), subunit A, putative
PF3D7_0317800	26S proteasome non-ATPase regulatory subunit 9, putative
PF3D7_0317900	conserved protein, unknown function
PF3D7_0318000	conserved Plasmodium protein, unknown function
PF3D7_0318100	stomatin-like protein, putative
PF3D7_0318200	DNA-directed RNA polymerase II subunit RPB1
PF3D7_0318300	conserved Plasmodium protein, unknown function
PF3D7_0318400	coiled-coil domain-containing protein CCDC148/CCDC112, putative
PF3D7_0318500	conserved Plasmodium protein, unknown function
PF3D7_0318600	cleavage and polyadenylation specificity factor, putative
PF3D7_0318700	conserved Plasmodium protein, unknown function
PF3D7_0318800	triosephosphate isomerase, putative
PF3D7_0318900	conserved protein, unknown function
PF3D7_0319000	P-type ATPase, putative
PF3D7_0319100	E3 ubiquitin-protein ligase RBX1, putative
PF3D7_0319200	CCR4 domain-containing protein 4, putative
PF3D7_0319300	ubiquitin-conjugating enzyme E2, putative
PF3D7_0319400	kinesin-8X
PF3D7_0319500	RNA-binding protein, putative
PF3D7_0319600	elongation factor 1-delta, putative
PF3D7_0319700	ABC transporter I family member 1, putative
PF3D7_0319800	conserved Plasmodium protein, unknown function
PF3D7_0319900	conserved protein, unknown function
PF3D7_0320000	protein phosphatase inhibitor 2
PF3D7_0320100	protein transport protein SEC22
PF3D7_0320200	CPW-WPC family protein
PF3D7_0320300	T-complex protein 1 subunit epsilon
PF3D7_0320400	oocyst capsule protein Cap380
PF3D7_0320500	nicotinamidase, putative
PF3D7_0320600	conserved protein, unknown function
PF3D7_0320700	signal peptidase complex subunit 2
PF3D7_0320800	ATP-dependent RNA helicase DDX6
PF3D7_0320900	histone H2A.Z
PF3D7_0321000	conserved protein, unknown function
PF3D7_0321100	conserved Plasmodium protein, unknown function
PF3D7_0321200	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative
PF3D7_0321300	conserved Plasmodium protein, unknown function
PF3D7_0321400	pseudo protein kinase 1, putative
PF3D7_0321500	peptidase, putative
PF3D7_0321600	ATP-dependent RNA helicase DDX42, putative
PF3D7_0321700	conserved Plasmodium protein, unknown function
PF3D7_0321800	WD repeat-containing protein, putative
PF3D7_0321900	cyclic amine resistance locus protein
PF3D7_0322000	peptidyl-prolyl cis-trans isomerase
PF3D7_0322100	mRNA-capping enzyme subunit beta
PF3D7_0322200	conserved Plasmodium protein, unknown function
PF3D7_0322300	diacylglycerol O-acyltransferase
PF3D7_0322400	regulator of initiation factor 2 (eIF2)
PF3D7_0322500	iron-sulfur assembly protein, putative
PF3D7_0322600	conserved Plasmodium protein, unknown function
PF3D7_0322700	conserved Plasmodium protein, unknown function
PF3D7_0322800	conserved Plasmodium protein, unknown function
PF3D7_0322900	40S ribosomal protein S3A, putative
PF3D7_0323000	translation machinery-associated protein 7, putative
PF3D7_0323100	conserved Plasmodium protein, unknown function
PF3D7_0323200	conserved Plasmodium protein, unknown function
PF3D7_0323300	conserved protein, unknown function
PF3D7_0323400	Rh5 interacting protein
PF3D7_0323500	survival motor neuron-like protein
PF3D7_0323600	BSD domain-containing protein, putative
PF3D7_0323700	U4/U6.U5 tri-snRNP-associated protein 1, putative
PF3D7_0323800	conserved Plasmodium protein, unknown function
PF3D7_0323900	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_0324000	exported protein family 1
PF3D7_0324100	Pfmc-2TM Maurer's cleft two transmembrane protein
PF3D7_0324200	exported protein family 3
PF3D7_0324300	exported protein family 4
PF3D7_0324400	rifin
PF3D7_0324500	rifin
PF3D7_0324600	stevor
PF3D7_0324700	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_0324800	rifin
PF3D7_0324900	erythrocyte membrane protein 1, PfEMP1
PF3D7_0400100	erythrocyte membrane protein 1, PfEMP1
PF3D7_0400200	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_0400300	rifin
PF3D7_0400400	erythrocyte membrane protein 1, PfEMP1
PF3D7_0400500	rifin
PF3D7_0400600	erythrocyte membrane protein 1 (PfEMP1), exon 1, pseudogene
PF3D7_0400700	rifin
PF3D7_0400800	stevor
PF3D7_0400900	rifin
PF3D7_0401000	rifin
PF3D7_0401100	Plasmodium exported protein, unknown function, fragment
PF3D7_0401200	rifin
PF3D7_0401300	rifin
PF3D7_0401400	rifin
PF3D7_0401500	stevor, pseudogene
PF3D7_0401600	rifin
PF3D7_0401700	Plasmodium exported protein, unknown function, pseudogene
PF3D7_0401800	Plasmodium exported protein (PHISTb), unknown function
PF3D7_0401900	acyl-CoA synthetase
PF3D7_0402000	Plasmodium exported protein (PHISTa), unknown function
PF3D7_0402100	Plasmodium exported protein (PHISTb), unknown function
PF3D7_0402200	surface-associated interspersed protein 4.1 (SURFIN 4.1), pseudogene
PF3D7_0402300	reticulocyte binding protein homologue 1
PF3D7_0402400	Plasmodium exported protein, unknown function
PF3D7_0402500	rifin, pseudogene
PF3D7_0402600	stevor
PF3D7_0402700	rifin, pseudogene
PF3D7_0402800	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_0402900	probable protein, unknown function
PF3D7_0403000	tRNA Asparagine
PF3D7_0403100	regulator of chromosome condensation, putative
PF3D7_0403200	pre-mRNA splicing factor, putative
PF3D7_0403300	conserved Plasmodium protein, unknown function
PF3D7_0403400	conserved Plasmodium protein, unknown function
PF3D7_0403500	ubiquitin specific protease, putative
PF3D7_0403600	conserved Plasmodium protein, unknown function
PF3D7_0403700	pre-mRNA-splicing factor CLF1, putative
PF3D7_0403800	alpha/beta hydrolase, putative
PF3D7_0403900	SET domain protein, putative
PF3D7_0404000	conserved Plasmodium protein, unknown function
PF3D7_0404100	AP2 domain transcription factor AP2-SP2, putative
PF3D7_0404200	conserved Plasmodium protein, unknown function
PF3D7_0404300	conserved Plasmodium protein, unknown function
PF3D7_0404400	6-cysteine protein P36
PF3D7_0404500	6-cysteine protein P52
PF3D7_0404600	conserved Plasmodium membrane protein, unknown function
PF3D7_0404700	dipeptidyl aminopeptidase 3
PF3D7_0404800	sporozoite-specific protein S10, putative
PF3D7_0404900	6-cysteine protein P41
PF3D7_0405000	ATP-dependent RNA helicase DDX51, putative
PF3D7_0405100	protein transport protein Sec24B, putative
PF3D7_0405200	ag-1 blood stage membrane protein homologue
PF3D7_0405300	liver specific protein 2, putative
PF3D7_0405400	pre-mRNA-processing-splicing factor 8, putative
PF3D7_0405500	conserved Plasmodium protein, unknown function
PF3D7_0405600	TMEM33 domain-containing protein, putative
PF3D7_0405700	lysine decarboxylase, putative
PF3D7_0405800	conserved protein, unknown function
PF3D7_0405900	apical sushi protein
PF3D7_0406000	conserved protein, unknown function
PF3D7_0406100	V-type proton ATPase subunit B
PF3D7_0406200	parasitophorous vacuole membrane protein S16
PF3D7_0406400	cytosolic glyoxalase II
PF3D7_0406500	NYN domain-containing protein, putative
PF3D7_0406600	conserved protein, unknown function
PF3D7_0406700	conserved Plasmodium protein, unknown function
PF3D7_0406800	ribosomal protein L25, putative
PF3D7_0406900	conserved Plasmodium protein, unknown function
PF3D7_0407000	conserved Plasmodium protein, unknown function
PF3D7_0407100	methyltransferase, putative
PF3D7_0407200	peptidyl-tRNA hydrolase 2, putative
PF3D7_0407300	transcription factor, putative
PF3D7_0407400	conserved Plasmodium protein, unknown function
PF3D7_0407500	mitochondrial carrier protein, putative
PF3D7_0407600	conserved Plasmodium protein, unknown function
PF3D7_0407700	conserved Plasmodium protein, unknown function
PF3D7_0407800	protein CINCH
PF3D7_0407900	AAA family ATPase, putative
PF3D7_0408000	conserved Plasmodium protein, unknown function
PF3D7_0408100	conserved Plasmodium protein, unknown function
PF3D7_0408200	conserved Plasmodium protein, unknown function
PF3D7_0408300	zinc finger Ran-binding domain-containing protein 2, putative
PF3D7_0408400	conserved protein, unknown function
PF3D7_0408500	flap endonuclease 1
PF3D7_0408600	sporozoite invasion-associated protein 1
PF3D7_0408700	perforin-like protein 1
PF3D7_0408800	conserved Plasmodium protein, unknown function
PF3D7_0408900	tRNA N6-adenosine threonylcarbamoyltransferase
PF3D7_0409000	conserved Plasmodium protein, unknown function
PF3D7_0409100	U4/U6 small nuclear ribonucleoprotein PRP31, putative
PF3D7_0409200	protein SOF1, putative
PF3D7_0409300	methyltransferase, putative
PF3D7_0409400	chaperone protein DnaJ
PF3D7_0409500	NAD(P)-binding protein, putative
PF3D7_0409600	replication protein A1, large subunit
PF3D7_0409700	peptide chain release factor 2
PF3D7_0409800	zinc finger protein, putative
PF3D7_0409900	actin-like protein, putative
PF3D7_0410000	erythrocyte vesicle protein 1
PF3D7_0410100	tRNA Serine
PF3D7_0410200	tRNA Isoleucine
PF3D7_0410300	protein phosphatase PPM1, putative
PF3D7_0410400	exosome complex component RRP4
PF3D7_0410500	conserved Plasmodium protein, unknown function
PF3D7_0410600	armadillo-type repeat protein ATRP
PF3D7_0410700	ribosome biogenesis GTPase A, putative
PF3D7_0410800	conserved Plasmodium protein, unknown function
PF3D7_0410900	conserved Plasmodium protein, unknown function
PF3D7_0411000	conserved Plasmodium protein, unknown function
PF3D7_0411100	mediator of RNA polymerase II transcription subunit 8, putative
PF3D7_0411200	PP-loop family protein, putative
PF3D7_0411300	conserved Plasmodium protein, unknown function
PF3D7_0411400	DEAD box ATP-dependent RNA helicase, putative
PF3D7_0411500	tRNA Alanine
PF3D7_0411600	tRNA Glutamic acid
PF3D7_0411700	conserved Plasmodium protein, unknown function
PF3D7_0411800	conserved Plasmodium protein, unknown function
PF3D7_0411900	DNA polymerase alpha catalytic subunit A
PF3D7_0412000	LITAF-like zinc finger protein, putative
PF3D7_0412100	ribosomal protein S12, mitochondrial
PF3D7_0412200	conserved Plasmodium protein, unknown function
PF3D7_0412300	phosphopantothenoylcysteine synthetase, putative
PF3D7_0412400	erythrocyte membrane protein 1, PfEMP1
PF3D7_0412500	Plasmodium RNA of unknown function RUF6
PF3D7_0412600	rifin, pseudogene
PF3D7_0412700	erythrocyte membrane protein 1, PfEMP1
PF3D7_0412800	Plasmodium RNA of unknown function RUF6
PF3D7_0412900	erythrocyte membrane protein 1, PfEMP1
PF3D7_0413000	Plasmodium RNA of unknown function RUF6
PF3D7_0413100	erythrocyte membrane protein 1, PfEMP1
PF3D7_0413200	rifin
PF3D7_0413300	rifin
PF3D7_0413400	erythrocyte membrane protein 1 (PfEMP1), exon 1, pseudogene
PF3D7_0413500	phosphoglucomutase-2
PF3D7_0413600	26S protease regulatory subunit 6B, putative
PF3D7_0413700	lysine decarboxylase-like protein, putative
PF3D7_0413800	50S ribosomal protein L10, putative
PF3D7_0413900	ubiquitin carboxyl-terminal hydrolase 13, putative
PF3D7_0414000	structural maintenance of chromosomes protein 3
PF3D7_0414100	conserved Plasmodium membrane protein, unknown function
PF3D7_0414200	calmodulin-like protein
PF3D7_0414300	Rab5-interacting protein, putative
PF3D7_0414400	conserved Plasmodium protein, unknown function
PF3D7_0414500	RNA-binding protein, putative
PF3D7_0414600	acylated pleckstrin-homology domain-containing protein, putative
PF3D7_0414700	GTP-binding protein, putative
PF3D7_0414800	conserved Plasmodium protein, unknown function
PF3D7_0414900	armadillo-domain containing rhoptry protein
PF3D7_0415000	arsenical pump-driving ATPase, putative
PF3D7_0415100	conserved protein, unknown function
PF3D7_0415200	conserved Plasmodium protein, unknown function
PF3D7_0415300	cdc2-related protein kinase 3
PF3D7_0415400	coatomer subunit zeta, putative
PF3D7_0415500	nuclear cap-binding protein subunit 2, putative
PF3D7_0415600	GTP:AMP phosphotransferase
PF3D7_0415700	conserved Plasmodium protein, unknown function
PF3D7_0415800	RING zinc finger protein, putative
PF3D7_0415900	60S ribosomal protein L15, putative
PF3D7_0416000	RNA-binding protein, putative
PF3D7_0416100	glutamyl-tRNA(Gln) amidotransferase subunit A
PF3D7_0416200	conserved protein, unknown function
PF3D7_0416300	DNA helicase MCM9, putative
PF3D7_0416400	histone acetyltransferase, putative
PF3D7_0416500	repressor of RNA polymerase III transcription MAF1
PF3D7_0416600	prohibitin-like protein PHBL, putative
PF3D7_0416700	CDGSH iron-sulfur domain-containing protein, putative
PF3D7_0416800	small GTP-binding protein sar1
PF3D7_0416900	conserved Plasmodium protein, unknown function
PF3D7_0417000	conserved Plasmodium protein, unknown function
PF3D7_0417100	mRNA-binding protein PUF2
PF3D7_0417200	bifunctional dihydrofolate reductase-thymidylate synthase
PF3D7_0417300	LETM1-like protein, putative
PF3D7_0417400	conserved Plasmodium protein, unknown function
PF3D7_0417500	memo-like protein
PF3D7_0417600	conserved Plasmodium protein, unknown function
PF3D7_0417700	conserved Plasmodium protein, unknown function
PF3D7_0417800	cdc2-related protein kinase 1
PF3D7_0417900	conserved Plasmodium protein, unknown function
PF3D7_0418000	conserved Plasmodium protein, unknown function
PF3D7_0418100	protein SOC1, putative
PF3D7_0418200	eukaryotic translation initiation factor 3 subunit M, putative
PF3D7_0418300	conserved Plasmodium protein, unknown function
PF3D7_0418400	conserved Plasmodium protein, unknown function
PF3D7_0418500	trafficking protein particle complex subunit 3, putative
PF3D7_0418600	regulator of chromosome condensation, putative
PF3D7_0418700	RNA-binding protein NOB1, putative
PF3D7_0418800	MOLO1 domain-containing protein, putative
PF3D7_0418900	conserved protein, unknown function
PF3D7_0419000	conserved Plasmodium protein, unknown function
PF3D7_0419100	conserved Plasmodium protein, unknown function
PF3D7_0419200	protein transport protein GOT1, putative
PF3D7_0419300	conserved Plasmodium protein, unknown function
PF3D7_0419400	conserved Plasmodium protein, unknown function
PF3D7_0419500	conserved Plasmodium membrane protein, unknown function
PF3D7_0419600	ran-specific GTPase-activating protein 1, putative
PF3D7_0419700	apical merozoite protein
PF3D7_0419800	60S ribosomal protein L7ae/L30e, putative
PF3D7_0419900	phosphatidylinositol 4-kinase, putative
PF3D7_0420000	zinc finger protein, putative
PF3D7_0420100	serine/threonine protein kinase RIO2
PF3D7_0420200	holo-[acyl-carrier-protein] synthase, putative
PF3D7_0420300	AP2 domain transcription factor, putative
PF3D7_0420400	ribosome-recycling factor
PF3D7_0420500	conserved Plasmodium protein, unknown function
PF3D7_0420600	conserved Plasmodium protein, unknown function
PF3D7_0420700	erythrocyte membrane protein 1, PfEMP1
PF3D7_0420800	Plasmodium RNA of unknown function RUF6
PF3D7_0420900	erythrocyte membrane protein 1, PfEMP1
PF3D7_0421000	Plasmodium RNA of unknown function RUF6
PF3D7_0421100	erythrocyte membrane protein 1, PfEMP1
PF3D7_0421200	rifin
PF3D7_0421300	erythrocyte membrane protein 1, PfEMP1
PF3D7_0421400	Plasmodium RNA of unknown function RUF6
PF3D7_0421500	rifin, pseudogene
PF3D7_0421600	erythrocyte membrane protein 1 (PfEMP1)-like pseudogene
PF3D7_0421700	conserved Plasmodium protein, unknown function
PF3D7_0421800	conserved Plasmodium protein, unknown function
PF3D7_0421900	conserved Plasmodium protein, unknown function
PF3D7_0422000	steroid dehydrogenase, putative
PF3D7_0422100	transmembrane emp24 domain-containing protein, putative
PF3D7_0422200	erythrocyte membrane-associated antigen
PF3D7_0422300	alpha tubulin 2
PF3D7_0422400	40S ribosomal protein S19
PF3D7_0422500	pre-mRNA-splicing helicase BRR2, putative
PF3D7_0422600	conserved Plasmodium protein, unknown function
PF3D7_0422700	eukaryotic initiation factor 4A-III, putative
PF3D7_0422800	serpentine receptor, putative
