Transcript_ID	Product_Description
PF3D7_0310600.1	eukaryotic translation initiation factor 3 subunit K, putative
PF3D7_0310600.2	unspecified product
PF3D7_0310700.1	trafficking protein particle complex subunit 4, putative
PF3D7_0310800.1	conserved Plasmodium protein, unknown function
PF3D7_0310900.1	conserved Plasmodium protein, unknown function
PF3D7_0311000.1	conserved Plasmodium protein, unknown function
PF3D7_0311100.1	pre-mRNA splicing factor, putative
PF3D7_0311200.1	valine--tRNA ligase, putative
PF3D7_0311300.1	phosphatidylinositol 3- and 4-kinase, putative
PF3D7_0311400.1	kinase-related protein PKRP, putative
PF3D7_0311500.1	conserved protein, unknown function
PF3D7_0311600.1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST1, putative
PF3D7_0311700.1	plasmepsin VI
PF3D7_0311800.1	ATP synthase F0 subunit d-like protein, putative
PF3D7_0311900.1	heptatricopeptide repeat-containing protein, putative
PF3D7_0312000.1	conserved protein, unknown function
PF3D7_0312100.1	E3 ubiquitin-protein ligase
PF3D7_0312200.1	tetratricopeptide repeat protein, putative
PF3D7_0312300.1	26S proteasome regulatory subunit RPN12, putative
PF3D7_0312400.1	glycogen synthase kinase 3
PF3D7_0312500.1	major facilitator superfamily-related transporter, putative
PF3D7_0312600.1	tRNA Valine
PF3D7_0312700.1	tRNA Isoleucine
PF3D7_0312800.1	60S ribosomal protein L26, putative
PF3D7_0312900.1	hypothetical protein
PF3D7_0313000.1	conserved Plasmodium protein, unknown function
PF3D7_0313100.1	ubiquitin-protein ligase, putative
PF3D7_0313200.1	conserved protein, unknown function
PF3D7_0313300.1	YGGT family protein, putative
PF3D7_0313400.1	conserved Plasmodium protein, unknown function
PF3D7_0313500.1	Ras-like G protein
PF3D7_0313600.1	conserved Plasmodium protein, unknown function
PF3D7_0313700.1	conserved Plasmodium protein, unknown function
PF3D7_0313700.2	unspecified product
PF3D7_0313800.1	conserved Plasmodium protein, unknown function
PF3D7_0313900.1	conserved Plasmodium protein, unknown function
PF3D7_0314000.1	HSP20-like chaperone, putative
PF3D7_0314100.1	vesicle transport v-SNARE protein, putative
PF3D7_0314100.2	vesicle transport v-SNARE protein, putative
PF3D7_0314200.1	conserved Plasmodium protein, unknown function
PF3D7_0314300.1	DER1-like protein
PF3D7_0314400.1	serine/threonine protein phosphatase 6, putative
PF3D7_0314500.1	conserved Plasmodium protein, unknown function
PF3D7_0314600.1	conserved protein, unknown function
PF3D7_0314700.1	RING finger protein RNF1
PF3D7_0314800.1	conserved Plasmodium protein, unknown function
PF3D7_0314900.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0315000.1	zinc finger protein, putative
PF3D7_0315100.1	eukaryotic translation initiation factor 4E
PF3D7_0315200.1	circumsporozoite- and TRAP-related protein
PF3D7_0315300.1	conserved Plasmodium protein, unknown function
PF3D7_0315400.1	conserved Plasmodium protein, unknown function
PF3D7_0315500.1	ribosomal protein L47, mitochondrial, putative
PF3D7_0315600.1	zinc finger protein, putative
PF3D7_0315700.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0315800.1	zinc finger protein, putative
PF3D7_0315900.1	conserved Plasmodium protein, unknown function
PF3D7_0316000.1	microneme associated antigen
PF3D7_0316100.1	ribosomal protein L27, mitochondrial, putative
PF3D7_0316200.1	conserved Plasmodium protein, unknown function
PF3D7_0316300.1	inorganic pyrophosphatase
PF3D7_0316300.2	inorganic pyrophosphatase, putative
PF3D7_0316400.1	CS domain-containing protein, putative
PF3D7_0316500.1	kinetochore protein NUF2, putative
PF3D7_0316600.1	formate-nitrite transporter
PF3D7_0316700.1	protein YOP1, putative
PF3D7_0316800.1	40S ribosomal protein S15A, putative
PF3D7_0316900.1	E3 ubiquitin-protein ligase, putative
PF3D7_0317000.1	proteasome subunit alpha type-3, putative
PF3D7_0317100.1	6-cysteine protein
PF3D7_0317200.1	cdc2-related protein kinase 4
PF3D7_0317300.1	conserved Plasmodium protein, unknown function
PF3D7_0317400.1	DNA replication complex GINS protein, putative
PF3D7_0317500.1	kinesin-5
PF3D7_0317600.1	40S ribosomal protein S11, putative
PF3D7_0317700.1	CPSF (cleavage and polyadenylation specific factor), subunit A, putative
PF3D7_0317800.1	26S proteasome non-ATPase regulatory subunit 9, putative
PF3D7_0317900.1	conserved protein, unknown function
PF3D7_0318000.1	conserved Plasmodium protein, unknown function
PF3D7_0318100.1	stomatin-like protein, putative
PF3D7_0318200.1	DNA-directed RNA polymerase II subunit RPB1
PF3D7_0318300.1	conserved Plasmodium protein, unknown function
PF3D7_0318400.1	coiled-coil domain-containing protein CCDC148/CCDC112, putative
PF3D7_0318500.1	conserved Plasmodium protein, unknown function
PF3D7_0318600.1	cleavage and polyadenylation specificity factor, putative
PF3D7_0318700.1	conserved Plasmodium protein, unknown function
PF3D7_0318800.1	triosephosphate isomerase, putative
PF3D7_0318900.1	conserved protein, unknown function
PF3D7_0319000.1	P-type ATPase, putative
PF3D7_0319100.1	E3 ubiquitin-protein ligase RBX1, putative
PF3D7_0319200.1	CCR4 domain-containing protein 4, putative
PF3D7_0319300.1	ubiquitin-conjugating enzyme E2, putative
PF3D7_0319400.1	kinesin-8X
PF3D7_0319500.1	RNA-binding protein, putative
PF3D7_0319600.1	elongation factor 1-delta, putative
PF3D7_0319700.1	ABC transporter I family member 1, putative
PF3D7_0319800.1	conserved Plasmodium protein, unknown function
PF3D7_0319900.1	conserved protein, unknown function
PF3D7_0320000.1	protein phosphatase inhibitor 2
PF3D7_0320100.1	protein transport protein SEC22
PF3D7_0320200.1	CPW-WPC family protein
PF3D7_0320300.1	T-complex protein 1 subunit epsilon
PF3D7_0320400.1	oocyst capsule protein Cap380
PF3D7_0320500.1	nicotinamidase, putative
PF3D7_0320600.1	conserved protein, unknown function
PF3D7_0320700.1	signal peptidase complex subunit 2
PF3D7_0320800.1	ATP-dependent RNA helicase DDX6
PF3D7_0320900.1	histone H2A.Z
PF3D7_0321000.1	conserved protein, unknown function
PF3D7_0321100.1	conserved Plasmodium protein, unknown function
PF3D7_0321200.1	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative
PF3D7_0321300.1	conserved Plasmodium protein, unknown function
PF3D7_0321400.1	pseudo protein kinase 1, putative
PF3D7_0321500.1	peptidase, putative
PF3D7_0321600.1	ATP-dependent RNA helicase DDX42, putative
PF3D7_0321700.1	conserved Plasmodium protein, unknown function
PF3D7_0321800.1	WD repeat-containing protein, putative
PF3D7_0321900.1	cyclic amine resistance locus protein
PF3D7_0322000.1	peptidyl-prolyl cis-trans isomerase
PF3D7_0322100.1	mRNA-capping enzyme subunit beta
PF3D7_0322200.1	conserved Plasmodium protein, unknown function
PF3D7_0322300.1	diacylglycerol O-acyltransferase
PF3D7_0322400.1	regulator of initiation factor 2 (eIF2)
PF3D7_0322500.1	iron-sulfur assembly protein, putative
PF3D7_0322600.1	conserved Plasmodium protein, unknown function
PF3D7_0322700.1	conserved Plasmodium protein, unknown function
PF3D7_0322800.1	conserved Plasmodium protein, unknown function
PF3D7_0322900.1	40S ribosomal protein S3A, putative
PF3D7_0323000.1	translation machinery-associated protein 7, putative
PF3D7_0323100.1	conserved Plasmodium protein, unknown function
PF3D7_0323200.1	conserved Plasmodium protein, unknown function
PF3D7_0323300.1	conserved protein, unknown function
PF3D7_0323400.1	Rh5 interacting protein
PF3D7_0323500.1	survival motor neuron-like protein
PF3D7_0323600.1	BSD domain-containing protein, putative
PF3D7_0323700.1	U4/U6.U5 tri-snRNP-associated protein 1, putative
PF3D7_0323800.1	conserved Plasmodium protein, unknown function
PF3D7_0323900.1	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_0324000.1	exported protein family 1
PF3D7_0324100.1	Pfmc-2TM Maurer's cleft two transmembrane protein
PF3D7_0324200.1	exported protein family 3
PF3D7_0324300.1	exported protein family 4
PF3D7_0324400.1	rifin
PF3D7_0324500.1	rifin
PF3D7_0324600.1	stevor
PF3D7_0324700.1	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_0324800.1	rifin
PF3D7_0324900.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0400100.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0400200.1	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_0400300.1	rifin
PF3D7_0400400.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0400500.1	rifin
PF3D7_0400600.1	erythrocyte membrane protein 1 (PfEMP1), exon 1, pseudogene
PF3D7_0400700.1	rifin
PF3D7_0400800.1	stevor
PF3D7_0400900.1	rifin
PF3D7_0401000.1	rifin
PF3D7_0401100.1	Plasmodium exported protein, unknown function, fragment
PF3D7_0401200.1	rifin
PF3D7_0401300.1	rifin
PF3D7_0401400.1	rifin
PF3D7_0401500.1	stevor, pseudogene
PF3D7_0401600.1	rifin
PF3D7_0401600.2	rifin
PF3D7_0401700.1	Plasmodium exported protein, unknown function, pseudogene
PF3D7_0401800.1	Plasmodium exported protein (PHISTb), unknown function
PF3D7_0401900.1	acyl-CoA synthetase
PF3D7_0402000.1	Plasmodium exported protein (PHISTa), unknown function
PF3D7_0402100.1	Plasmodium exported protein (PHISTb), unknown function
PF3D7_0402200.1	surface-associated interspersed protein 4.1 (SURFIN 4.1), pseudogene
PF3D7_0402300.1	reticulocyte binding protein homologue 1
PF3D7_0402400.1	Plasmodium exported protein, unknown function
PF3D7_0402500.1	rifin, pseudogene
PF3D7_0402600.1	stevor
PF3D7_0402700.1	rifin, pseudogene
PF3D7_0402800.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_0402900.1	probable protein, unknown function
PF3D7_0403000.1	tRNA Asparagine
PF3D7_0403100.1	regulator of chromosome condensation, putative
PF3D7_0403200.1	pre-mRNA splicing factor, putative
PF3D7_0403300.1	conserved Plasmodium protein, unknown function
PF3D7_0403400.1	conserved Plasmodium protein, unknown function
PF3D7_0403500.1	ubiquitin specific protease, putative
PF3D7_0403600.1	conserved Plasmodium protein, unknown function
PF3D7_0403700.1	pre-mRNA-splicing factor CLF1, putative
PF3D7_0403800.1	alpha/beta hydrolase, putative
PF3D7_0403900.1	SET domain protein, putative
PF3D7_0404000.1	conserved Plasmodium protein, unknown function
PF3D7_0404100.1	AP2 domain transcription factor AP2-SP2, putative
PF3D7_0404200.1	conserved Plasmodium protein, unknown function
PF3D7_0404300.1	conserved Plasmodium protein, unknown function
PF3D7_0404400.1	6-cysteine protein P36
PF3D7_0404500.1	6-cysteine protein P52
PF3D7_0404600.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0404700.1	dipeptidyl aminopeptidase 3
PF3D7_0404800.1	sporozoite-specific protein S10, putative
PF3D7_0404900.1	6-cysteine protein P41
PF3D7_0405000.1	ATP-dependent RNA helicase DDX51, putative
PF3D7_0405100.1	protein transport protein Sec24B, putative
PF3D7_0405200.1	ag-1 blood stage membrane protein homologue
PF3D7_0405300.1	liver specific protein 2, putative
PF3D7_0405400.1	pre-mRNA-processing-splicing factor 8, putative
PF3D7_0405500.1	conserved Plasmodium protein, unknown function
PF3D7_0405600.1	TMEM33 domain-containing protein, putative
PF3D7_0405700.1	lysine decarboxylase, putative
PF3D7_0405800.1	conserved protein, unknown function
PF3D7_0405900.1	apical sushi protein
PF3D7_0406000.1	conserved protein, unknown function
PF3D7_0406100.1	V-type proton ATPase subunit B
PF3D7_0406200.1	parasitophorous vacuole membrane protein S16
PF3D7_0406400.1	cytosolic glyoxalase II
PF3D7_0406500.1	NYN domain-containing protein, putative
PF3D7_0406600.1	conserved protein, unknown function
PF3D7_0406700.1	conserved Plasmodium protein, unknown function
PF3D7_0406800.1	ribosomal protein L25, putative
PF3D7_0406900.1	conserved Plasmodium protein, unknown function
PF3D7_0407000.1	conserved Plasmodium protein, unknown function
PF3D7_0407100.1	methyltransferase, putative
PF3D7_0407200.1	peptidyl-tRNA hydrolase 2, putative
PF3D7_0407300.1	transcription factor, putative
PF3D7_0407400.1	conserved Plasmodium protein, unknown function
PF3D7_0407500.1	mitochondrial carrier protein, putative
PF3D7_0407600.1	conserved Plasmodium protein, unknown function
PF3D7_0407700.1	conserved Plasmodium protein, unknown function
PF3D7_0407800.1	protein CINCH
PF3D7_0407900.1	AAA family ATPase, putative
PF3D7_0408000.1	conserved Plasmodium protein, unknown function
PF3D7_0408100.1	conserved Plasmodium protein, unknown function
PF3D7_0408200.1	conserved Plasmodium protein, unknown function
PF3D7_0408300.1	zinc finger Ran-binding domain-containing protein 2, putative
PF3D7_0408400.1	conserved protein, unknown function
PF3D7_0408500.1	flap endonuclease 1
PF3D7_0408600.1	sporozoite invasion-associated protein 1
PF3D7_0408700.1	perforin-like protein 1
PF3D7_0408800.1	conserved Plasmodium protein, unknown function
PF3D7_0408900.1	tRNA N6-adenosine threonylcarbamoyltransferase
PF3D7_0408900.2	tRNA N6-adenosine threonylcarbamoyltransferase
PF3D7_0409000.1	conserved Plasmodium protein, unknown function
PF3D7_0409100.1	U4/U6 small nuclear ribonucleoprotein PRP31, putative
PF3D7_0409200.1	protein SOF1, putative
PF3D7_0409300.1	methyltransferase, putative
PF3D7_0409400.1	chaperone protein DnaJ
PF3D7_0409500.1	NAD(P)-binding protein, putative
PF3D7_0409600.1	replication protein A1, large subunit
PF3D7_0409700.1	peptide chain release factor 2
PF3D7_0409800.1	zinc finger protein, putative
PF3D7_0409900.1	actin-like protein, putative
PF3D7_0410000.1	erythrocyte vesicle protein 1
PF3D7_0410100.1	tRNA Serine
PF3D7_0410200.1	tRNA Isoleucine
PF3D7_0410300.1	protein phosphatase PPM1, putative
PF3D7_0410400.1	exosome complex component RRP4
PF3D7_0410500.1	conserved Plasmodium protein, unknown function
PF3D7_0410600.1	armadillo-type repeat protein ATRP
PF3D7_0410700.1	ribosome biogenesis GTPase A, putative
PF3D7_0410800.1	conserved Plasmodium protein, unknown function
PF3D7_0410900.1	conserved Plasmodium protein, unknown function
PF3D7_0411000.1	conserved Plasmodium protein, unknown function
PF3D7_0411100.1	mediator of RNA polymerase II transcription subunit 8, putative
PF3D7_0411200.1	PP-loop family protein, putative
PF3D7_0411300.1	conserved Plasmodium protein, unknown function
PF3D7_0411400.1	DEAD box ATP-dependent RNA helicase, putative
PF3D7_0411500.1	tRNA Alanine
PF3D7_0411600.1	tRNA Glutamic acid
PF3D7_0411700.1	conserved Plasmodium protein, unknown function
PF3D7_0411800.1	conserved Plasmodium protein, unknown function
PF3D7_0411900.1	DNA polymerase alpha catalytic subunit A
PF3D7_0412000.1	LITAF-like zinc finger protein, putative
PF3D7_0412100.1	ribosomal protein S12, mitochondrial
PF3D7_0412200.1	conserved Plasmodium protein, unknown function
PF3D7_0412300.1	phosphopantothenoylcysteine synthetase, putative
PF3D7_0412400.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0412500.1	Plasmodium RNA of unknown function RUF6
PF3D7_0412600.1	rifin, pseudogene
PF3D7_0412700.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0412800.1	Plasmodium RNA of unknown function RUF6
PF3D7_0412900.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0413000.1	Plasmodium RNA of unknown function RUF6
PF3D7_0413100.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0413200.1	rifin
PF3D7_0413300.1	rifin
PF3D7_0413400.1	erythrocyte membrane protein 1 (PfEMP1), exon 1, pseudogene
PF3D7_0413500.1	phosphoglucomutase-2
PF3D7_0413600.1	26S protease regulatory subunit 6B, putative
PF3D7_0413700.1	lysine decarboxylase-like protein, putative
PF3D7_0413800.1	50S ribosomal protein L10, putative
PF3D7_0413900.1	ubiquitin carboxyl-terminal hydrolase 13, putative
PF3D7_0414000.1	structural maintenance of chromosomes protein 3
PF3D7_0414100.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0414200.1	calmodulin-like protein
PF3D7_0414200.2	calmodulin-like protein
PF3D7_0414300.1	Rab5-interacting protein, putative
PF3D7_0414400.1	conserved Plasmodium protein, unknown function
PF3D7_0414500.1	RNA-binding protein, putative
PF3D7_0414600.1	acylated pleckstrin-homology domain-containing protein, putative
PF3D7_0414700.1	GTP-binding protein, putative
PF3D7_0414800.1	conserved Plasmodium protein, unknown function
PF3D7_0414900.1	armadillo-domain containing rhoptry protein
PF3D7_0415000.1	arsenical pump-driving ATPase, putative
PF3D7_0415100.1	conserved protein, unknown function
PF3D7_0415200.1	conserved Plasmodium protein, unknown function
PF3D7_0415300.1	cdc2-related protein kinase 3
PF3D7_0415400.1	coatomer subunit zeta, putative
PF3D7_0415500.1	nuclear cap-binding protein subunit 2, putative
PF3D7_0415600.1	GTP:AMP phosphotransferase
PF3D7_0415700.1	conserved Plasmodium protein, unknown function
PF3D7_0415800.1	RING zinc finger protein, putative
PF3D7_0415900.1	60S ribosomal protein L15, putative
PF3D7_0416000.1	RNA-binding protein, putative
PF3D7_0416100.1	glutamyl-tRNA(Gln) amidotransferase subunit A
PF3D7_0416200.1	conserved protein, unknown function
PF3D7_0416300.1	DNA helicase MCM9, putative
PF3D7_0416400.1	histone acetyltransferase, putative
PF3D7_0416500.1	repressor of RNA polymerase III transcription MAF1
PF3D7_0416600.1	prohibitin-like protein PHBL, putative
PF3D7_0416700.1	CDGSH iron-sulfur domain-containing protein, putative
PF3D7_0416800.1	small GTP-binding protein sar1
PF3D7_0416900.1	conserved Plasmodium protein, unknown function
PF3D7_0417000.1	conserved Plasmodium protein, unknown function
PF3D7_0417100.1	mRNA-binding protein PUF2
PF3D7_0417200.1	bifunctional dihydrofolate reductase-thymidylate synthase
PF3D7_0417300.1	LETM1-like protein, putative
PF3D7_0417400.1	conserved Plasmodium protein, unknown function
PF3D7_0417500.1	memo-like protein
PF3D7_0417600.1	conserved Plasmodium protein, unknown function
PF3D7_0417700.1	conserved Plasmodium protein, unknown function
PF3D7_0417800.1	cdc2-related protein kinase 1
PF3D7_0417900.1	conserved Plasmodium protein, unknown function
PF3D7_0418000.1	conserved Plasmodium protein, unknown function
PF3D7_0418100.1	protein SOC1, putative
PF3D7_0418200.1	eukaryotic translation initiation factor 3 subunit M, putative
PF3D7_0418300.1	conserved Plasmodium protein, unknown function
PF3D7_0418400.1	conserved Plasmodium protein, unknown function
